DRUG1,estimate,time,drug,sex,college,year
Alc 5+,42.8,5+ Drinks,Alcohol,.,College Student,1988
Alc 5+,42.12,5+ Drinks,Alcohol,.,College Student,1989
Alc 5+,40.76,5+ Drinks,Alcohol,.,College Student,1990
Alc 5+,42.69,5+ Drinks,Alcohol,.,College Student,1991
Alc 5+,41.68,5+ Drinks,Alcohol,.,College Student,1992
Alc 5+,40.15,5+ Drinks,Alcohol,.,College Student,1993
Alc 5+,41.66,5+ Drinks,Alcohol,.,College Student,1994
Alc 5+,38.07,5+ Drinks,Alcohol,.,College Student,1995
Alc 5+,38.38,5+ Drinks,Alcohol,.,College Student,1996
Alc 5+,39.99,5+ Drinks,Alcohol,.,College Student,1997
Alc 5+,38.98,5+ Drinks,Alcohol,.,College Student,1998
Alc 5+,40.75,5+ Drinks,Alcohol,.,College Student,1999
Alc 5+,38.97,5+ Drinks,Alcohol,.,College Student,2000
Alc 5+,40.08,5+ Drinks,Alcohol,.,College Student,2001
Alc 5+,39.95,5+ Drinks,Alcohol,.,College Student,2002
Alc 5+,39.19,5+ Drinks,Alcohol,.,College Student,2003
Alc 5+,41.65,5+ Drinks,Alcohol,.,College Student,2004
Alc 5+,38.9,5+ Drinks,Alcohol,.,College Student,2005
Alc 5+,40.3,5+ Drinks,Alcohol,.,College Student,2006
Alc 5+,40.66,5+ Drinks,Alcohol,.,College Student,2007
Alc 5+,40.9,5+ Drinks,Alcohol,.,College Student,2008
Alc 5+,37.28,5+ Drinks,Alcohol,.,College Student,2009
Alc 5+,36.12,5+ Drinks,Alcohol,.,College Student,2010
Alc 5+,35.72,5+ Drinks,Alcohol,.,College Student,2011
Alc 5+,35.08,5+ Drinks,Alcohol,.,College Student,2012
Alc 5+,34.99,5+ Drinks,Alcohol,.,College Student,2013
Alc 5+,34.5,5+ Drinks,Alcohol,.,College Student,2014
Alc 5+,31.28,5+ Drinks,Alcohol,.,College Student,2015
Alc 5+,31,5+ Drinks,Alcohol,.,College Student,2016
Alc 5+,32.1,5+ Drinks,Alcohol,.,College Student,2017
Alc 5+,27.4,5+ Drinks,Alcohol,.,College Student,2018
Alc 5+,30.4,5+ Drinks,Alcohol,.,College Student,2019
Alc 5+,23.5,5+ Drinks,Alcohol,.,College Student,2020
Alc 5+,31.2,5+ Drinks,Alcohol,.,College Student,2021
Alc 5+,27.7,5+ Drinks,Alcohol,.,College Student,2022
Alc 5+,21.9,5+ Drinks,Alcohol,.,College Student,2023
Alc 5+,35.41,5+ Drinks,Alcohol,College Student Women,.,1988
Alc 5+,35.01,5+ Drinks,Alcohol,College Student Women,.,1989
Alc 5+,31.93,5+ Drinks,Alcohol,College Student Women,.,1990
Alc 5+,34.15,5+ Drinks,Alcohol,College Student Women,.,1991
Alc 5+,32.6,5+ Drinks,Alcohol,College Student Women,.,1992
Alc 5+,32.32,5+ Drinks,Alcohol,College Student Women,.,1993
Alc 5+,31.59,5+ Drinks,Alcohol,College Student Women,.,1994
Alc 5+,31.82,5+ Drinks,Alcohol,College Student Women,.,1995
Alc 5+,30.83,5+ Drinks,Alcohol,College Student Women,.,1996
Alc 5+,31.97,5+ Drinks,Alcohol,College Student Women,.,1997
Alc 5+,29.92,5+ Drinks,Alcohol,College Student Women,.,1998
Alc 5+,32.86,5+ Drinks,Alcohol,College Student Women,.,1999
Alc 5+,33.14,5+ Drinks,Alcohol,College Student Women,.,2000
Alc 5+,34.14,5+ Drinks,Alcohol,College Student Women,.,2001
Alc 5+,32.81,5+ Drinks,Alcohol,College Student Women,.,2002
Alc 5+,32.64,5+ Drinks,Alcohol,College Student Women,.,2003
Alc 5+,37.27,5+ Drinks,Alcohol,College Student Women,.,2004
Alc 5+,32.3,5+ Drinks,Alcohol,College Student Women,.,2005
Alc 5+,36.63,5+ Drinks,Alcohol,College Student Women,.,2006
Alc 5+,34.48,5+ Drinks,Alcohol,College Student Women,.,2007
Alc 5+,34.96,5+ Drinks,Alcohol,College Student Women,.,2008
Alc 5+,30.08,5+ Drinks,Alcohol,College Student Women,.,2009
Alc 5+,30.8,5+ Drinks,Alcohol,College Student Women,.,2010
Alc 5+,31.41,5+ Drinks,Alcohol,College Student Women,.,2011
Alc 5+,31.99,5+ Drinks,Alcohol,College Student Women,.,2012
Alc 5+,29.53,5+ Drinks,Alcohol,College Student Women,.,2013
Alc 5+,27.5,5+ Drinks,Alcohol,College Student Women,.,2014
Alc 5+,26.72,5+ Drinks,Alcohol,College Student Women,.,2015
Alc 5+,28.9,5+ Drinks,Alcohol,College Student Women,.,2016
Alc 5+,28,5+ Drinks,Alcohol,College Student Women,.,2017
Alc 5+,26,5+ Drinks,Alcohol,College Student Women,.,2018
Alc 5+,28.4,5+ Drinks,Alcohol,College Student Women,.,2019
Alc 5+,18.2,5+ Drinks,Alcohol,College Student Women,.,2020
Alc 5+,31.1,5+ Drinks,Alcohol,College Student Women,.,2021
Alc 5+,27.5,5+ Drinks,Alcohol,College Student Women,.,2022
Alc 5+,19.9,5+ Drinks,Alcohol,College Student Women,.,2023
Alc 5+,51.28,5+ Drinks,Alcohol,College Student Men,.,1988
Alc 5+,49.7,5+ Drinks,Alcohol,College Student Men,.,1989
Alc 5+,49.8,5+ Drinks,Alcohol,College Student Men,.,1990
Alc 5+,52.01,5+ Drinks,Alcohol,College Student Men,.,1991
Alc 5+,50.72,5+ Drinks,Alcohol,College Student Men,.,1992
Alc 5+,48.84,5+ Drinks,Alcohol,College Student Men,.,1993
Alc 5+,53.31,5+ Drinks,Alcohol,College Student Men,.,1994
Alc 5+,45.47,5+ Drinks,Alcohol,College Student Men,.,1995
Alc 5+,48.45,5+ Drinks,Alcohol,College Student Men,.,1996
Alc 5+,48.94,5+ Drinks,Alcohol,College Student Men,.,1997
Alc 5+,50.29,5+ Drinks,Alcohol,College Student Men,.,1998
Alc 5+,49.44,5+ Drinks,Alcohol,College Student Men,.,1999
Alc 5+,45.69,5+ Drinks,Alcohol,College Student Men,.,2000
Alc 5+,46.91,5+ Drinks,Alcohol,College Student Men,.,2001
Alc 5+,48.07,5+ Drinks,Alcohol,College Student Men,.,2002
Alc 5+,47.18,5+ Drinks,Alcohol,College Student Men,.,2003
Alc 5+,47.42,5+ Drinks,Alcohol,College Student Men,.,2004
Alc 5+,47.44,5+ Drinks,Alcohol,College Student Men,.,2005
Alc 5+,44.88,5+ Drinks,Alcohol,College Student Men,.,2006
Alc 5+,48.18,5+ Drinks,Alcohol,College Student Men,.,2007
Alc 5+,48.16,5+ Drinks,Alcohol,College Student Men,.,2008
Alc 5+,45.61,5+ Drinks,Alcohol,College Student Men,.,2009
Alc 5+,42.72,5+ Drinks,Alcohol,College Student Men,.,2010
Alc 5+,41.13,5+ Drinks,Alcohol,College Student Men,.,2011
Alc 5+,38.74,5+ Drinks,Alcohol,College Student Men,.,2012
Alc 5+,41.88,5+ Drinks,Alcohol,College Student Men,.,2013
Alc 5+,42.17,5+ Drinks,Alcohol,College Student Men,.,2014
Alc 5+,36.57,5+ Drinks,Alcohol,College Student Men,.,2015
Alc 5+,33.4,5+ Drinks,Alcohol,College Student Men,.,2016
Alc 5+,37.3,5+ Drinks,Alcohol,College Student Men,.,2017
Alc 5+,29.8,5+ Drinks,Alcohol,College Student Men,.,2018
Alc 5+,32.7,5+ Drinks,Alcohol,College Student Men,.,2019
Alc 5+,30.6,5+ Drinks,Alcohol,College Student Men,.,2020
Alc 5+,31.6,5+ Drinks,Alcohol,College Student Men,.,2021
Alc 5+,26.8,5+ Drinks,Alcohol,College Student Men,.,2022
Alc 5+,24.4,5+ Drinks,Alcohol,College Student Men,.,2023
Alc 5+,36.21,5+ Drinks,Alcohol,.,Non-College Adult,1988
Alc 5+,35.4,5+ Drinks,Alcohol,.,Non-College Adult,1989
Alc 5+,33.33,5+ Drinks,Alcohol,.,Non-College Adult,1990
Alc 5+,34.41,5+ Drinks,Alcohol,.,Non-College Adult,1991
Alc 5+,33.34,5+ Drinks,Alcohol,.,Non-College Adult,1992
Alc 5+,33.75,5+ Drinks,Alcohol,.,Non-College Adult,1993
Alc 5+,35.51,5+ Drinks,Alcohol,.,Non-College Adult,1994
Alc 5+,31.03,5+ Drinks,Alcohol,.,Non-College Adult,1995
Alc 5+,32.67,5+ Drinks,Alcohol,.,Non-College Adult,1996
Alc 5+,35.55,5+ Drinks,Alcohol,.,Non-College Adult,1997
Alc 5+,35.58,5+ Drinks,Alcohol,.,Non-College Adult,1998
Alc 5+,34.86,5+ Drinks,Alcohol,.,Non-College Adult,1999
Alc 5+,36.65,5+ Drinks,Alcohol,.,Non-College Adult,2000
Alc 5+,37.74,5+ Drinks,Alcohol,.,Non-College Adult,2001
Alc 5+,34.59,5+ Drinks,Alcohol,.,Non-College Adult,2002
Alc 5+,33.37,5+ Drinks,Alcohol,.,Non-College Adult,2003
Alc 5+,34.73,5+ Drinks,Alcohol,.,Non-College Adult,2004
Alc 5+,34.86,5+ Drinks,Alcohol,.,Non-College Adult,2005
Alc 5+,36.03,5+ Drinks,Alcohol,.,Non-College Adult,2006
Alc 5+,35.17,5+ Drinks,Alcohol,.,Non-College Adult,2007
Alc 5+,30.63,5+ Drinks,Alcohol,.,Non-College Adult,2008
Alc 5+,30.04,5+ Drinks,Alcohol,.,Non-College Adult,2009
Alc 5+,27.53,5+ Drinks,Alcohol,.,Non-College Adult,2010
Alc 5+,32.71,5+ Drinks,Alcohol,.,Non-College Adult,2011
Alc 5+,29.03,5+ Drinks,Alcohol,.,Non-College Adult,2012
Alc 5+,31.33,5+ Drinks,Alcohol,.,Non-College Adult,2013
Alc 5+,27.27,5+ Drinks,Alcohol,.,Non-College Adult,2014
Alc 5+,25.45,5+ Drinks,Alcohol,.,Non-College Adult,2015
Alc 5+,29.8,5+ Drinks,Alcohol,.,Non-College Adult,2016
Alc 5+,26.7,5+ Drinks,Alcohol,.,Non-College Adult,2017
Alc 5+,23.9,5+ Drinks,Alcohol,.,Non-College Adult,2018
Alc 5+,21.4,5+ Drinks,Alcohol,.,Non-College Adult,2019
Alc 5+,25.5,5+ Drinks,Alcohol,.,Non-College Adult,2020
Alc 5+,27,5+ Drinks,Alcohol,.,Non-College Adult,2021
Alc 5+,23.9,5+ Drinks,Alcohol,.,Non-College Adult,2022
Alc 5+,20.3,5+ Drinks,Alcohol,.,Non-College Adult,2023
Alcohol 30d,76.77,30 Day,Alcohol,.,College Student,1988
Alcohol 30d,76.06,30 Day,Alcohol,.,College Student,1989
Alcohol 30d,74.77,30 Day,Alcohol,.,College Student,1990
Alcohol 30d,74.88,30 Day,Alcohol,.,College Student,1991
Alcohol 30d,71.97,30 Day,Alcohol,.,College Student,1992
Alcohol 30d,69.42,30 Day,Alcohol,.,College Student,1993
Alcohol 30d,69.14,30 Day,Alcohol,.,College Student,1994
Alcohol 30d,66.69,30 Day,Alcohol,.,College Student,1995
Alcohol 30d,66.42,30 Day,Alcohol,.,College Student,1996
Alcohol 30d,65.62,30 Day,Alcohol,.,College Student,1997
Alcohol 30d,67.67,30 Day,Alcohol,.,College Student,1998
Alcohol 30d,69.71,30 Day,Alcohol,.,College Student,1999
Alcohol 30d,66.09,30 Day,Alcohol,.,College Student,2000
Alcohol 30d,67.03,30 Day,Alcohol,.,College Student,2001
Alcohol 30d,68.55,30 Day,Alcohol,.,College Student,2002
Alcohol 30d,66.28,30 Day,Alcohol,.,College Student,2003
Alcohol 30d,66.74,30 Day,Alcohol,.,College Student,2004
Alcohol 30d,66.57,30 Day,Alcohol,.,College Student,2005
Alcohol 30d,64.61,30 Day,Alcohol,.,College Student,2006
Alcohol 30d,66,30 Day,Alcohol,.,College Student,2007
Alcohol 30d,68.92,30 Day,Alcohol,.,College Student,2008
Alcohol 30d,65.91,30 Day,Alcohol,.,College Student,2009
Alcohol 30d,63.78,30 Day,Alcohol,.,College Student,2010
Alcohol 30d,62.49,30 Day,Alcohol,.,College Student,2011
Alcohol 30d,65.66,30 Day,Alcohol,.,College Student,2012
Alcohol 30d,62.02,30 Day,Alcohol,.,College Student,2013
Alcohol 30d,61.32,30 Day,Alcohol,.,College Student,2014
Alcohol 30d,63.48,30 Day,Alcohol,.,College Student,2015
Alcohol 30d,61.3,30 Day,Alcohol,.,College Student,2016
Alcohol 30d,61.8,30 Day,Alcohol,.,College Student,2017
Alcohol 30d,58.4,30 Day,Alcohol,.,College Student,2018
Alcohol 30d,61.3,30 Day,Alcohol,.,College Student,2019
Alcohol 30d,55.5,30 Day,Alcohol,.,College Student,2020
Alcohol 30d,63.2,30 Day,Alcohol,.,College Student,2021
Alcohol 30d,62.5,30 Day,Alcohol,.,College Student,2022
Alcohol 30d,55,30 Day,Alcohol,.,College Student,2023
Alcohol 30d,74.62,30 Day,Alcohol,College Student Women,.,1988
Alcohol 30d,74.41,30 Day,Alcohol,College Student Women,.,1989
Alcohol 30d,71.99,30 Day,Alcohol,College Student Women,.,1990
Alcohol 30d,73.01,30 Day,Alcohol,College Student Women,.,1991
Alcohol 30d,66.34,30 Day,Alcohol,College Student Women,.,1992
Alcohol 30d,66.43,30 Day,Alcohol,College Student Women,.,1993
Alcohol 30d,61.96,30 Day,Alcohol,College Student Women,.,1994
Alcohol 30d,63.73,30 Day,Alcohol,College Student Women,.,1995
Alcohol 30d,64.72,30 Day,Alcohol,College Student Women,.,1996
Alcohol 30d,61.67,30 Day,Alcohol,College Student Women,.,1997
Alcohol 30d,64.11,30 Day,Alcohol,College Student Women,.,1998
Alcohol 30d,66.88,30 Day,Alcohol,College Student Women,.,1999
Alcohol 30d,67.04,30 Day,Alcohol,College Student Women,.,2000
Alcohol 30d,63.53,30 Day,Alcohol,College Student Women,.,2001
Alcohol 30d,68.08,30 Day,Alcohol,College Student Women,.,2002
Alcohol 30d,62.93,30 Day,Alcohol,College Student Women,.,2003
Alcohol 30d,67.16,30 Day,Alcohol,College Student Women,.,2004
Alcohol 30d,64.17,30 Day,Alcohol,College Student Women,.,2005
Alcohol 30d,64.03,30 Day,Alcohol,College Student Women,.,2006
Alcohol 30d,65.01,30 Day,Alcohol,College Student Women,.,2007
Alcohol 30d,67.09,30 Day,Alcohol,College Student Women,.,2008
Alcohol 30d,61.66,30 Day,Alcohol,College Student Women,.,2009
Alcohol 30d,61.23,30 Day,Alcohol,College Student Women,.,2010
Alcohol 30d,62.25,30 Day,Alcohol,College Student Women,.,2011
Alcohol 30d,65.47,30 Day,Alcohol,College Student Women,.,2012
Alcohol 30d,60.96,30 Day,Alcohol,College Student Women,.,2013
Alcohol 30d,59.55,30 Day,Alcohol,College Student Women,.,2014
Alcohol 30d,62.59,30 Day,Alcohol,College Student Women,.,2015
Alcohol 30d,63,30 Day,Alcohol,College Student Women,.,2016
Alcohol 30d,60.7,30 Day,Alcohol,College Student Women,.,2017
Alcohol 30d,60.7,30 Day,Alcohol,College Student Women,.,2018
Alcohol 30d,60.9,30 Day,Alcohol,College Student Women,.,2019
Alcohol 30d,56.7,30 Day,Alcohol,College Student Women,.,2020
Alcohol 30d,63.8,30 Day,Alcohol,College Student Women,.,2021
Alcohol 30d,65.8,30 Day,Alcohol,College Student Women,.,2022
Alcohol 30d,58.4,30 Day,Alcohol,College Student Women,.,2023
Alcohol 30d,79.25,30 Day,Alcohol,College Student Men,.,1988
Alcohol 30d,77.8,30 Day,Alcohol,College Student Men,.,1989
Alcohol 30d,77.62,30 Day,Alcohol,College Student Men,.,1990
Alcohol 30d,76.92,30 Day,Alcohol,College Student Men,.,1991
Alcohol 30d,77.52,30 Day,Alcohol,College Student Men,.,1992
Alcohol 30d,72.76,30 Day,Alcohol,College Student Men,.,1993
Alcohol 30d,77.28,30 Day,Alcohol,College Student Men,.,1994
Alcohol 30d,70.19,30 Day,Alcohol,College Student Men,.,1995
Alcohol 30d,68.67,30 Day,Alcohol,College Student Men,.,1996
Alcohol 30d,70.05,30 Day,Alcohol,College Student Men,.,1997
Alcohol 30d,72.1,30 Day,Alcohol,College Student Men,.,1998
Alcohol 30d,72.84,30 Day,Alcohol,College Student Men,.,1999
Alcohol 30d,65,30 Day,Alcohol,College Student Men,.,2000
Alcohol 30d,71.01,30 Day,Alcohol,College Student Men,.,2001
Alcohol 30d,69.09,30 Day,Alcohol,College Student Men,.,2002
Alcohol 30d,70.4,30 Day,Alcohol,College Student Men,.,2003
Alcohol 30d,66.19,30 Day,Alcohol,College Student Men,.,2004
Alcohol 30d,69.69,30 Day,Alcohol,College Student Men,.,2005
Alcohol 30d,65.33,30 Day,Alcohol,College Student Men,.,2006
Alcohol 30d,67.21,30 Day,Alcohol,College Student Men,.,2007
Alcohol 30d,71.18,30 Day,Alcohol,College Student Men,.,2008
Alcohol 30d,70.88,30 Day,Alcohol,College Student Men,.,2009
Alcohol 30d,66.97,30 Day,Alcohol,College Student Men,.,2010
Alcohol 30d,62.81,30 Day,Alcohol,College Student Men,.,2011
Alcohol 30d,65.88,30 Day,Alcohol,College Student Men,.,2012
Alcohol 30d,63.34,30 Day,Alcohol,College Student Men,.,2013
Alcohol 30d,63.25,30 Day,Alcohol,College Student Men,.,2014
Alcohol 30d,64.51,30 Day,Alcohol,College Student Men,.,2015
Alcohol 30d,59.4,30 Day,Alcohol,College Student Men,.,2016
Alcohol 30d,63.1,30 Day,Alcohol,College Student Men,.,2017
Alcohol 30d,56.6,30 Day,Alcohol,College Student Men,.,2018
Alcohol 30d,61.7,30 Day,Alcohol,College Student Men,.,2019
Alcohol 30d,53.3,30 Day,Alcohol,College Student Men,.,2020
Alcohol 30d,61.9,30 Day,Alcohol,College Student Men,.,2021
Alcohol 30d,56.8,30 Day,Alcohol,College Student Men,.,2022
Alcohol 30d,51,30 Day,Alcohol,College Student Men,.,2023
Alcohol 30d,69.04,30 Day,Alcohol,.,Non-College Adult,1988
Alcohol 30d,68.49,30 Day,Alcohol,.,Non-College Adult,1989
Alcohol 30d,66.96,30 Day,Alcohol,.,Non-College Adult,1990
Alcohol 30d,65.01,30 Day,Alcohol,.,Non-College Adult,1991
Alcohol 30d,63.27,30 Day,Alcohol,.,Non-College Adult,1992
Alcohol 30d,60.99,30 Day,Alcohol,.,Non-College Adult,1993
Alcohol 30d,62.9,30 Day,Alcohol,.,Non-College Adult,1994
Alcohol 30d,60.83,30 Day,Alcohol,.,Non-College Adult,1995
Alcohol 30d,60.51,30 Day,Alcohol,.,Non-College Adult,1996
Alcohol 30d,61.75,30 Day,Alcohol,.,Non-College Adult,1997
Alcohol 30d,60.7,30 Day,Alcohol,.,Non-College Adult,1998
Alcohol 30d,60.91,30 Day,Alcohol,.,Non-College Adult,1999
Alcohol 30d,60.26,30 Day,Alcohol,.,Non-College Adult,2000
Alcohol 30d,62.83,30 Day,Alcohol,.,Non-College Adult,2001
Alcohol 30d,59.98,30 Day,Alcohol,.,Non-College Adult,2002
Alcohol 30d,58.69,30 Day,Alcohol,.,Non-College Adult,2003
Alcohol 30d,60.81,30 Day,Alcohol,.,Non-College Adult,2004
Alcohol 30d,59.89,30 Day,Alcohol,.,Non-College Adult,2005
Alcohol 30d,62.02,30 Day,Alcohol,.,Non-College Adult,2006
Alcohol 30d,61.07,30 Day,Alcohol,.,Non-College Adult,2007
Alcohol 30d,55.46,30 Day,Alcohol,.,Non-College Adult,2008
Alcohol 30d,57.19,30 Day,Alcohol,.,Non-College Adult,2009
Alcohol 30d,54.9,30 Day,Alcohol,.,Non-College Adult,2010
Alcohol 30d,56.59,30 Day,Alcohol,.,Non-College Adult,2011
Alcohol 30d,53.22,30 Day,Alcohol,.,Non-College Adult,2012
Alcohol 30d,56.45,30 Day,Alcohol,.,Non-College Adult,2013
Alcohol 30d,55.03,30 Day,Alcohol,.,Non-College Adult,2014
Alcohol 30d,52.66,30 Day,Alcohol,.,Non-College Adult,2015
Alcohol 30d,59.4,30 Day,Alcohol,.,Non-College Adult,2016
Alcohol 30d,53.3,30 Day,Alcohol,.,Non-College Adult,2017
Alcohol 30d,49.7,30 Day,Alcohol,.,Non-College Adult,2018
Alcohol 30d,49.4,30 Day,Alcohol,.,Non-College Adult,2019
Alcohol 30d,50.9,30 Day,Alcohol,.,Non-College Adult,2020
Alcohol 30d,51,30 Day,Alcohol,.,Non-College Adult,2021
Alcohol 30d,54.1,30 Day,Alcohol,.,Non-College Adult,2022
Alcohol 30d,51.9,30 Day,Alcohol,.,Non-College Adult,2023
Any OTM 30d,8.42,30 Day,Any Drug Other Than Cannabis,.,College Student,1988
Any OTM 30d,6.72,30 Day,Any Drug Other Than Cannabis,.,College Student,1989
Any OTM 30d,4.17,30 Day,Any Drug Other Than Cannabis,.,College Student,1990
Any OTM 30d,4.24,30 Day,Any Drug Other Than Cannabis,.,College Student,1991
Any OTM 30d,4.68,30 Day,Any Drug Other Than Cannabis,.,College Student,1992
Any OTM 30d,5.28,30 Day,Any Drug Other Than Cannabis,.,College Student,1993
Any OTM 30d,4.65,30 Day,Any Drug Other Than Cannabis,.,College Student,1994
Any OTM 30d,6.12,30 Day,Any Drug Other Than Cannabis,.,College Student,1995
Any OTM 30d,4.6,30 Day,Any Drug Other Than Cannabis,.,College Student,1996
Any OTM 30d,6.8,30 Day,Any Drug Other Than Cannabis,.,College Student,1997
Any OTM 30d,6,30 Day,Any Drug Other Than Cannabis,.,College Student,1998
Any OTM 30d,6.34,30 Day,Any Drug Other Than Cannabis,.,College Student,1999
Any OTM 30d,6.72,30 Day,Any Drug Other Than Cannabis,.,College Student,2000
Any OTM 30d,7.31,30 Day,Any Drug Other Than Cannabis,.,College Student,2001
Any OTM 30d,7.06,30 Day,Any Drug Other Than Cannabis,.,College Student,2002
Any OTM 30d,7.94,30 Day,Any Drug Other Than Cannabis,.,College Student,2003
Any OTM 30d,8.73,30 Day,Any Drug Other Than Cannabis,.,College Student,2004
Any OTM 30d,8.22,30 Day,Any Drug Other Than Cannabis,.,College Student,2005
Any OTM 30d,8.09,30 Day,Any Drug Other Than Cannabis,.,College Student,2006
Any OTM 30d,8.01,30 Day,Any Drug Other Than Cannabis,.,College Student,2007
Any OTM 30d,7.51,30 Day,Any Drug Other Than Cannabis,.,College Student,2008
Any OTM 30d,8.05,30 Day,Any Drug Other Than Cannabis,.,College Student,2009
Any OTM 30d,8.32,30 Day,Any Drug Other Than Cannabis,.,College Student,2010
Any OTM 30d,8.18,30 Day,Any Drug Other Than Cannabis,.,College Student,2011
Any OTM 30d,7.7,30 Day,Any Drug Other Than Cannabis,.,College Student,2012
Any OTM 30d,8.38,30 Day,Any Drug Other Than Cannabis,.,College Student,2013
Any OTM 30d,10.45,30 Day,Any Drug Other Than Cannabis,.,College Student,2014
Any OTM 30d,10.1,30 Day,Any Drug Other Than Cannabis,.,College Student,2015
Any OTM 30d,9.3,30 Day,Any Drug Other Than Cannabis,.,College Student,2016
Any OTM 30d,6.7,30 Day,Any Drug Other Than Cannabis,.,College Student,2017
Any OTM 30d,7.8,30 Day,Any Drug Other Than Cannabis,.,College Student,2018
Any OTM 30d,7,30 Day,Any Drug Other Than Cannabis,.,College Student,2019
Any OTM 30d,6.1,30 Day,Any Drug Other Than Cannabis,.,College Student,2020
Any OTM 30d,5.5,30 Day,Any Drug Other Than Cannabis,.,College Student,2021
